title,location,image,link,details,hosts,main_host,Perks,categories,start,end
"Employer Resume Review: Healthcare, Research & Helping Professions",Career Center Studio,https://se-images.campuslabs.com/clink/images/649f2d78-effb-48ec-a70c-097dfd618ecccd0b7478-f1c8-439b-b2da-1b746a396914.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10909694,Register on Handshake Come and get your resume reviewed by industry professionals! 1st come 1st serve. Bring a copy of your resume with you. Resume review will take place in the Career Center.,Career Center,Career Center,Credit,Career/Networking,1741111200,1741122000
Blitzball Practice,Multi-Activity Court,,https://stonybrook.campuslabs.com/engage/event/11007054,"We will learn, practice, and play games of blitzball.",Blitzball Club,Blitzball Club,Credit,,1741120200,1741125600
Quackademic Weapons,SAC 303,https://se-images.campuslabs.com/clink/images/27ccf12c-81b7-4165-a5f3-fed6e1b77451a8340c33-521e-46bb-92c4-ec6cb2f316d0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10827565,"Need to ace that technical interview? Struggling with Data Structures and Algorithms? Stop by SBCS'sQuackademic Weaponsevent where you'll learn all about the common data structures and algorithms you'll see in interviews and test your knowledge! This is a great way to learn about a subject that is vital to computing and can help in both coursework and in your career. Join us onTuesday, March 4th at 5 PM in SAC 303!",Computing Society at Stony Brook,Computing Society at Stony Brook,Credit,,1741125600,1741128600
36th Annual Roth Regatta Committee,"Student Activities Center, USG Suite 202, Conference Room",https://se-images.campuslabs.com/clink/images/35164146-9427-490f-a006-45a73d089df2b1ed5dcb-8e8d-4d6e-be05-186448617786.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10945403,"The 36th Annual Roth Regatta will take place on Friday, May 2nd at 12 pm! Join the Undergraduate Student Government's Roth Regatta Committee to help plan the event while we discuss registration & logistics, catering, and marketing!",Undergraduate Student Government ,Undergraduate Student Government ,Credit,"Sporting/Athletic Program, Career/Networking, Civic Engagement",1741125600,1741129200
Hands Only CPR Training,CPO Training Room,https://se-images.campuslabs.com/clink/images/2ff40312-8d90-450d-9cc5-d1850bb0816ca91ef398-1855-401f-aff3-6cdef895c296.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10836888,"Part of the CPO Upstander program - Hands Only CPR teaches you how to recognize cardiac arrest and respond with hand - only compressions. You must register for this training attinyurl. com/cpobystander To earn theUpstander Award(includes a certificate and graduation cord), you will need to complete the following: May 2026 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2026 May 2027 graduates: complete Red Watch Band, QPR and Green Dot by January 1, 2027 May 2028 graduates: complete Red Watch Band, QPR, Green Dot AND Hands - Only CPR by January 1, 2028 For accessibility needs please contact prevention_outreach@stonybrook. edu",Center for Prevention and Outreach,Center for Prevention and Outreach,Credit,Health & Wellness,1741125600,1741129200
SF4M movie Tuesdays,Student Union L06-08,https://se-images.campuslabs.com/clink/images/ce415570-c345-4458-afa8-b88ea3e4382d123762fc-c557-47b0-beba-0bffe775aef2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10969016,Come by every Tuesday for a movie to watch with the Science Fiction Forum. Votes for what move to watch are held in the club discord! We will have popcorn as well!,Science Fiction Forum,Science Fiction Forum,"Free Food, Credit",Movies & Games,1741125600,1741129200
Mindful Moments,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/97bfe80b-c76a-4a69-8cd8-cb63a12ffee3fe2ae4e6-e76d-416e-9e28-8521d80d482d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10973554,"Research shows that people who practice mindfulness are happier, motivated, have successful relationships, good physical health, less anxiety and less depression. With deep breathing exercises, we practice using our breath as a tool for relaxation. In this way, we witness negative thoughts gradually diminish, freeing us from the hold they have. Join CPO Peer Educators in breathing away anxious thoughts to relax and calm the mind! Email prevention_outreach@stonybrook. edu for accessibility needs.",Center for Prevention and Outreach,Center for Prevention and Outreach,"Free Stuff, Credit",Health & Wellness,1741127400,1741131000
Womens Club Lacrosse Practice,South P Field C (Lot 40),https://se-images.campuslabs.com/clink/images/4559fd05-5ead-4cd4-b376-53029c48b2adf0f5c7ce-72af-4a93-b005-4f2577c1d438.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971509,Join us for our weekly practices! All skill levels are welcome. Equipment is available to borrow.,Women's Club Lacrosse,Women's Club Lacrosse,Credit,,1741125600,1741132800
Asl Club Jeopardy GBM,SAC 303,https://se-images.campuslabs.com/clink/images/41425442-edb9-4f9c-9b7c-ea4bb600d83ecaa9242b-30cd-4ef8-b0f0-3cbfdea04a1f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10933150,In this GBM we will be playing ASL themed Jeopardy!,American Sign Language (ASL) Club,American Sign Language (ASL) Club,Credit,,1741129200,1741132800
Latinos Business Association: General Body Meeting,SAC 305,https://se-images.campuslabs.com/clink/images/44f4a574-a586-4b0a-9380-5f6b99f2a6efb4aee221-aa1f-4785-a5fa-43cbacfddd06.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10765670,"Designed to foster a vibrant community of entrepreneurs and professionals. These gatherings serve as a platform for networking, collaboration, and knowledge sharing among like - minded individuals passionate about business growth and development.",Latinos Business Association,Latinos Business Association,"Free Food, Free Stuff, Credit","Arts & Crafts, Career/Networking, Hispanic Heritage Month",1741129200,1741132800
Keller Hall General Body Meeting,Keller Hall,https://se-images.campuslabs.com/clink/images/cfcefa90-a125-42b2-b5db-8a933d9b4a567a08a0fe-0819-43de-9f74-955352ad2ba3.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11059180,Come join Keller Hall Council's General Body Meeting to share your ideas for improving our community or provide any feedback you may have! We’d love to hear from you!,Roosevelt Community,Roosevelt Community,Credit,Civic Engagement,1741131000,1741134600
Film| Napping Princess,Charles B. Wang Center Theatre,https://se-images.campuslabs.com/clink/images/c7b58124-e0cc-4941-8ade-937575f7a60e7bed3d46-e600-473b-b931-78d6c2ba4b6f.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10863307,"Tuesday, March 4, 2025 at 6: 00 PM – 8: 00 PMTheatre(2017 | 110 minutes | Animation | Directed by Kenji Kamiyama) Admission: $5 (General/Students/Seniors) Buy tickets here Just days before the 2020 Tokyo Olympics, Kokone Morikawa finds herself caught between reality and a vivid dream world of fantastical machines. When her father, a skilled mechanic, is kidnapped over stolen technology, Kokone and her friend Morio must unravel the mystery. As they journey through dreams and reality, they uncover clues to her father’s disappearance and a startling truth about her family. © 2017 “Ancien and the Magic Tablet” Film Partners",Charles B. Wang Center,Charles B. Wang Center,Credit,Movies & Games,1741129200,1741136400
Wolfiethon Volunteer Opportunity,Student Union - F&S Lounge,https://se-images.campuslabs.com/clink/images/b15ccc5e-9eef-45c7-947a-b9beed4e4b47230a90ae-0236-419d-8022-4ea7914ed28e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10747890,"Join the volunteer committee! Gain service hours, make decorations, and most importantly be a part of helping the fight against childhood cancer. We meet every Tuesday at 7pm in the f&s lounge.",Wolfiethon,Wolfiethon,Credit,Community Service,1741132800,1741136400
Carnaval Cuy Runway,SAC 311,https://se-images.campuslabs.com/clink/images/cbdb59e9-74ff-49ba-9d6d-bd3aaf05ee7a37a5c8ef-7ade-4ac8-950b-06c2a241a7dc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10930429,"Join us for an unforgettable evening as we celebrate the vibrant traditions ofCarnaval in Ecuadorat ourCarnaval Cuy Runwayevent! This unique celebration will feature a creative runway showcase inspired by Ecuadorian culture, where tradition and imagination come together in a fun and colorful display. Guests will also enjoy l authentic Ecuadorian treats, and an engaging discussion about the history and significance of Carnaval in Ecuador. Whether you’re looking to learn something new, experience the joy of Carnaval, or simply have a great time, this event promises to be a vibrant celebration of Ecuadorian heritage. Don’t miss out—bring your friends and join us!",Ecuadorian Student Organization,Ecuadorian Student Organization,Credit,,1741132800,1741136400
PASA Fat Tuesday,SAC 303,https://se-images.campuslabs.com/clink/images/418e0c3f-01a6-499b-8481-efaecae6fb79bd6a473d-5958-4716-8b0a-1f7cae34c349.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11016290,"We'll be giving out the classic Polish sweet treat, our tasty paczki, in celebration of Fat Tuesday! !",Polish American Student Association,Polish American Student Association,"Free Food, Credit",,1741132800,1741136400
SBU Club Swimming Presents: So You Want to Run for EBoard?,Student Activities Center 305,https://se-images.campuslabs.com/clink/images/e5f73340-030e-4c9f-b712-a2e368f9bb1ed2c8e8eb-df75-45b0-944b-a0b3a7676f35.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11058975,"For all those interested in running for the 2025 - 2026 executive board, come to our information session to learn more about the positions.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,,1741132800,1741136400
Iftar Pickup,Stony Brook Union,https://se-images.campuslabs.com/clink/images/d7373eb5-8cc3-44f4-9c84-7feed06a78e5aca8de91-03c8-45eb-8a8a-38051f0164f0.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11048486,Handing out food for Muslim brothers and sisters to break their fasts.,Muslim Students’ Association,Muslim Students’ Association,Credit,,1741118400,1741140000
SASA Club Meetings (2/11-5/6),"SAC 302, SAC 303",,https://stonybrook.campuslabs.com/engage/event/10479964,SASA e - board meetings will take place.,South Asian Student Alliance,South Asian Student Alliance,Credit,,1741136400,1741140000
LASO GBM,SAC 306,https://se-images.campuslabs.com/clink/images/4cfef811-80d4-4fc8-a550-2e473045ac3986d44dad-7f0f-418a-92ee-b70665e0e4de.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10930442,General body meeting for the Latin American Student Organization.,Latin American Student Organization,Latin American Student Organization,Credit,,1741136400,1741140000
Greeley Hall Council GBM,Greeley Lounge,https://se-images.campuslabs.com/clink/images/81f5dfcc-4982-49fc-8774-79618d18f79134e1fe9c-3f2d-4089-aadd-accd0d57a7df.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11047342,Greeley's weekly Hall Council meeting. Come down to the Greeley lounge to meet other residents and stay in the loop about building events!,Roosevelt Community,Roosevelt Community,Credit,,1741137300,1741140900
Lauterbur Hall Council: General Body Meetings,Lauterbur Classroom,https://se-images.campuslabs.com/clink/images/f1b0fd15-ead8-4909-a9e1-bdd3b3e99b364d301a13-af41-438f-b9d5-9479f7da80c2.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11030485,Attend Lauterbur Hall Council GBM to learn about events and information regarding the Hall and make your voice count by telling us what you want to improve about our dorm and community. By attending 2 GBM you will be able to fulfill your 2YLC Civic Engagement Event requirement.,Chávez Tubman and Nobel Community,Chávez Tubman and Nobel Community,Credit,,1741138200,1741141800
High C's Tuesday Rehearsal,SAC Rehearsal Space,https://se-images.campuslabs.com/clink/images/7fe349b2-0bff-46f9-a298-977e7ac0f5d667d33a92-972e-41c9-9812-23af663351c1.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10759382,"Weekly rehearsal for the High c's, TTBB a cappella group to practice their repertoire.",High Cs,High Cs,Credit,,1741132800,1741143600
SBU Club Swimming: Practice - Spring 2025,University Pool,https://se-images.campuslabs.com/clink/images/706ebbfd-3d95-4605-83f1-63aa4785c35044406a1f-84fe-45db-a50e-c58de0eb2da5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926690,"Join us for our daily swim practice, all skill levels welcome! We do not offer a learn to swim program.",Club Swimming at Stony Brook University,Club Swimming at Stony Brook University,Credit,,1741140000,1741143600
Taandava Practice '24-25 Tuesday (9/24 - 3/04),UNION L06-01A,,https://stonybrook.campuslabs.com/engage/event/10451311,Taandava will host weekly tuesday practices from 7: 30 pm - 10: 30 pm at the union club hub.,Taandava,Taandava,Credit,,1741134600,1741145400
Ice Hockey: Tuesday Practice (Spring),The Rinx,https://se-images.campuslabs.com/clink/images/7ff5f6c9-c9f5-4de6-b32c-072db6aacded4d6df277-3152-4588-9dd3-09f20bfcec3a.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10324298,The Ice Hockey Club will practice on Tuesdays at The Rinx.,Ice Hockey,Ice Hockey,Credit,Sporting/Athletic Program,1741143600,1741147200
