Event Name,Event Time,Location,Club,Image URL,Event URL,Description,Host Organizations,First Host Org,Perks,Categories,Start Time,End Time
Table Tennis Ping Pong Practice Meeting,"Sunday, April 20 at 1:30PM EDT",MAC Courts in Campus Rec,Table Tennis Club,https://se-images.campuslabs.com/clink/images/1ac470b1-1a17-44e7-900e-389f06db12b2ecd3f34f-956c-4884-93f8-58763e1b588d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007042,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Ballroom Team Open Practice,"Sunday, April 20 at 12:00PM EDT",SAC 110,Ballroom Dance Team,https://se-images.campuslabs.com/clink/images/3e7dfb5a-d2dc-4e27-96f9-1f3f420ddc48e26624d3-0773-4403-bc7f-87a75734c41d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11064341,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Fencing Practice,"Sunday, April 20 at 3:00PM EDT",CRC - MAC Courts,Fencing Club,https://se-images.campuslabs.com/clink/images/7a989998-65c0-463f-bc42-e36811ede136633e40fd-91b1-4e20-a5b0-fcf2b1598957.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10926799,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Weekly SBU Kendo Practice,"Sunday, April 20 at 3:00PM EDT",Wood Court #3 in Recreation Center,Kendo Club at SBU,https://se-images.campuslabs.com/clink/images/658f9509-7802-447d-a1fe-518d7cd2e659ed42a23c-da0e-416f-b69f-d84844673f2b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007085,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Queer and Asian Affinity Group,"Sunday, April 20 at 4:00PM EDT",LGBTQ* Center,LGBTQ* Services,https://se-images.campuslabs.com/clink/images/a98a27fb-dbf9-4f32-a6f0-b74d75657b48a72a9805-3986-4af5-a144-53a49a071aa6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11043498,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Competitive Dodgeball Club Practice,"Sunday, April 20 at 4:30PM EDT",Campus Recreation Center Wood Court #3,Dodgeball Club,https://se-images.campuslabs.com/clink/images/63c7e11f-1220-48fa-894c-3e681c613d58500f2362-e6ae-45cf-8bde-31e9173e546d.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971358,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Grass Tournament: SBU Volleyball Club,"Sunday, April 20 at 8:00AM EDT",Campus Recreation Outdoor South Field Complex - Field C (Grass),Volleyball Club at SBU,https://se-images.campuslabs.com/clink/images/b11db14b-53ef-4a60-abf7-391ea8b845c39c2b436c-eeec-4111-a8da-14bab83d1556.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971211,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
High C's Sunday Rehearsals,"Sunday, April 20 at 4:00PM EDT",SAC Rehearsal Space,High Cs,https://se-images.campuslabs.com/clink/images/54aed101-98bc-4da5-9db9-d17a4f6debcccaece2c9-5417-49ad-bb39-9d2456271b3e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10827837,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Jana Seva 2025,"Sunday, April 20 at 5:00PM EDT",Charles B. Wang Center Theater,Taandava,https://se-images.campuslabs.com/clink/images/cd962ae6-32f8-423c-b719-24aed0b85b7a8e63bf5f-c130-445c-8334-7eb198130f10.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035449,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Sunday Volleyball Club Practice,"Sunday, April 20 at 6:00PM EDT",Campus Recreation Center Wood Courts 2/3,Volleyball Club at SBU,https://se-images.campuslabs.com/clink/images/3084dfd0-6f59-4384-8d3a-5c61366dee7095f6c114-7f50-41c0-bc9c-005f81d35fdb.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971414,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
KBS Dance Team Sunday Practice,"Sunday, April 20 at 6:00PM EDT",UNION L03-01,KBS Dance Team,N/A,https://stonybrook.campuslabs.com/engage/event/10685418,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
KSA Presents: Mr. K 2025,"Sunday, April 20 at 6:00PM EDT",SAC AUD,Korean Student Association,N/A,https://stonybrook.campuslabs.com/engage/event/10496620,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
DC with the College Democrats,"Friday, April 18 at 8:00AM EDT",District of Columbia,College Democrats,https://se-images.campuslabs.com/clink/images/c866add9-b8fb-461f-bb82-5ebf4dbd6d68dc669471-98cb-46f4-ba57-8cb98dc1fce8.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10962502,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
"Landlords, Leases & You Virtual Workshop","Monday, April 21 at 10:00AM EDT",Online,Unknown Club,https://se-images.campuslabs.com/clink/images/91685228-1f63-4515-a757-a61abd20907ef525bba7-40ea-4b27-a3ef-305a1597dd82.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11079122,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Coping and Connection: Drop-in Support Space,"Monday, April 21 at 12:30PM EDT",Union 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/b5479b05-7af2-4de0-b210-07045ffe763647db4b3b-2582-4bc7-ad54-9e42a09e6157.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10973034,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Tea and Talk,"Monday, April 21 at 12:30PM EDT",SAC 303,Russian Corner,https://se-images.campuslabs.com/clink/images/c7fe70b6-afd3-40d0-950a-75a2d53057a0247243c2-3860-4af3-8042-afc475f77aea.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11077723,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Stud-Tea Sessions With Tau Beta Pi,"Monday, April 21 at 12:30PM EDT",LIBRRY W4540,Tau Beta Pi The Engineering Honor Society,https://se-images.campuslabs.com/clink/images/02f512cd-38d2-484a-a858-0459a7ef1c0f7aa22bbe-a3a1-4241-8a31-272048eb6c1b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11099790,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Classical Latin Club GBM,"Monday, April 21 at 1:00PM EDT",Frey 205,Classical Latin Club,https://se-images.campuslabs.com/clink/images/c70a1378-851d-44ce-98e3-3e19a74eae5bf585c61a-e981-43fb-813a-95bb4031a58b.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11067486,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Art of the Violin,"Monday, April 21 at 12:30PM EDT",Galleria,University Libraries,https://se-images.campuslabs.com/clink/images/392e3a68-7bb1-4f57-96e6-fd4bfe2765ded8b15121-9e4b-4669-a938-c5b9e7dc0526.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11038994,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
SF4M GBM!,"Monday, April 21 at 1:00PM EDT",Student Union L06-08,Science Fiction Forum,https://se-images.campuslabs.com/clink/images/3efd913d-0359-4b1f-bece-d73992369d722d401bee-e2a5-4ed2-81c8-6c95b3b77938.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11007487,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
WIB Spring Into Success Fundraiser,"Monday, April 21 at 11:00AM EDT",Student Activities Center Lobby,Women In Business at SBU,https://se-images.campuslabs.com/clink/images/c91f712f-abb5-493c-a292-50f9aefaf5216ed88f60-8600-402b-bf32-1d8eceaa2f9c.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11035501,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Graduate Badminton - Club Hours,"Monday, April 21 at 3:00PM EDT",MAC Courts,Graduate Badminton Union,https://se-images.campuslabs.com/clink/images/5d730f2c-3bf1-425c-8a79-dc80bd5dbbcbd38b27ea-6d33-48ca-8d54-ea59b3e1a641.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11063753,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Figure Skating Off-Ice Practice,"Monday, April 21 at 3:30PM EDT",Campus Recreation Center Multipurpose Room,Figure Skating Club at Stony Brook University,https://se-images.campuslabs.com/clink/images/e4e170eb-845d-410c-9281-edfdf699f16dba1b101d-8070-4b70-bdbb-fad3e5448463.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11032919,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
CPO Mini-Series: Anxiety Toolbox,"Monday, April 21 at 4:00PM EDT",CPO (Union 108),Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/94e3951f-ab9b-4487-b876-d183f0ba748c13db2e1e-4764-4c8f-9e99-1177961241ea.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11012360,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Yom Hashoah,"Monday, April 21 at 4:00PM EDT",Auditorium 103-02,Unknown Club,https://se-images.campuslabs.com/clink/images/8a649689-b6c7-4791-869a-b3100e507b4dd4e6566a-fa7f-453f-b588-d3edb5a993ae.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11076226,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Community Wellness Walk with CPO,"Monday, April 21 at 5:00PM EDT",Union Suite 108,Center for Prevention and Outreach,https://se-images.campuslabs.com/clink/images/0c75aa14-fd56-4f5b-a280-f6f5a181dc75cb66e9d1-6868-4eed-8572-74bf81bfd633.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11055191,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Spring Flow Practice 1,"Monday, April 21 at 5:00PM EDT",Union Rehearsal Space,Flow at SBU,N/A,https://stonybrook.campuslabs.com/engage/event/10931651,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Queer and Crafts Affinity Group,"Monday, April 21 at 5:00PM EDT",LGBTQ* Center,LGBTQ* Services,https://se-images.campuslabs.com/clink/images/5e9fdbdf-95fc-40a3-a992-6a7c78cd4abe7d211ee8-3d9f-429a-b2c3-f5b3bbaefde5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11051926,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
General Body Meeting,"Monday, April 21 at 7:00PM EDT",Humanities Building,College Socialists,N/A,https://stonybrook.campuslabs.com/engage/event/10957400,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Build-A-Gyro,"Monday, April 21 at 7:00PM EDT",UNION 203-11,Greek & Cypriot Student Association,https://se-images.campuslabs.com/clink/images/c65e72f7-9651-44a8-b325-6ab7ce837a47cedae243-9abd-4018-8acd-4a4d89b2b968.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11087256,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
UNICEF at SBU GBM,"Monday, April 21 at 7:00PM EDT",Frey Hall 201,UNICEF at SBU,https://se-images.campuslabs.com/clink/images/2c145621-272b-46b4-9670-2f0d98e1ce23bb6c0233-e3fd-421a-8551-76d9028b0ce6.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10990273,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Embroidery at SBU: GBM,"Monday, April 21 at 7:00PM EDT",Library N3063,Embroidery at SBU,N/A,https://stonybrook.campuslabs.com/engage/event/11040625,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Cat Network Spring GBM,"Monday, April 21 at 7:00PM EDT",SAC 302,Cat Network,N/A,https://stonybrook.campuslabs.com/engage/event/10231924,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
ASBO GBM,"Monday, April 21 at 7:00PM EDT",Frey 309,Alternative Spring Break Outreach,https://se-images.campuslabs.com/clink/images/24db683b-b77b-45d7-9d53-85e789b9f5f7d28a72f8-4a85-4e4d-89b6-2315696920dc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10943871,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
PPGA GBM,"Monday, April 21 at 7:00PM EDT",SAC 302,Planned Parenthood Generation Action at Stony Brook University,https://se-images.campuslabs.com/clink/images/88f8fa64-d609-411d-ac86-84353b718a569a44ce5d-0408-4851-811b-a1e44fc6d8fc.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10358596,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
AIChE ChemE Jeopardy Weekly Meetings,"Monday, April 21 at 7:00PM EDT",ESS 177,American Institute of Chemical Engineers,https://se-images.campuslabs.com/clink/images/ca1fef38-96d6-4e82-9e6b-4ecdde819ac11f64dd7a-93d5-458c-b93f-dc0d8549e177.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11044779,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
University Affairs Committee,"Monday, April 21 at 6:30PM EDT",USG Suite Conference Room SAC 202,Undergraduate Student Government ,https://se-images.campuslabs.com/clink/images/fb0ab4e4-2813-438c-a8ee-9f9be00ad8f4d110ccb5-66e2-4d49-b8b6-d17f1bd31cf5.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10801890,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Field Hockey Club Practice,"Monday, April 21 at 7:00PM EDT",Campus Recreation Outdoor South Field Complex- Field A,Field Hockey Club Team,https://se-images.campuslabs.com/clink/images/e8bec50f-4c5f-48d8-9a6d-87b0cfa20a661ab29e05-c20c-4600-b840-94a6cedf6335.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10971481,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
BASIC GBM,"Monday, April 21 at 8:00PM EDT",Frey 313,Brothers and Sisters in Christ ,https://se-images.campuslabs.com/clink/images/5562791b-bc00-40c3-840c-8985ad98b9784e4f57da-9de6-4a93-9f10-fbd4167ea501.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10966634,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
GBM for College Democrats,"Monday, April 21 at 8:00PM EDT",SAC 302,College Democrats,https://se-images.campuslabs.com/clink/images/1408ac97-3d19-407b-b146-070cbd867584fa768c3c-86f0-42a2-83b7-78445b8debfd.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10962515,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Chinablue Block booking,"Monday, April 21 at 8:00PM EDT",SAC 311,ChinaBlue,https://se-images.campuslabs.com/clink/images/74a6be5f-6b4e-4a8a-a36a-9c69270858c4e1c3a71a-89ba-419c-8e71-56083d9fe6ff.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/10873891,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Stuff-A-Plush!,"Monday, April 21 at 8:00PM EDT",Javits Lecture Center 101,American Red Cross Club at Stony Brook University,https://se-images.campuslabs.com/clink/images/b4068852-0137-4f3c-9304-cfeede3b057dee30303d-fd72-494f-822f-e09cb0f0f123.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11097507,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
Monday Practice,"Monday, April 21 at 8:15PM EDT",REC 128,Wrestling Team,https://se-images.campuslabs.com/clink/images/0428bab8-6991-4175-932f-4e9d33816a7fccfd5d3c-ac02-47ea-a918-19250fd6a62e.png?preset=med-w,https://stonybrook.campuslabs.com/engage/event/11006301,No Description Available,No Host Organization,No First Host Org,No Perks,No Categories,No Start Time,No End Time
